Date,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Adj_Close,SPY_Volume
2010-01-04,112.37000274658205,113.38999938964844,111.51000213623048,113.33000183105467,85.27922058105469,118944600
2010-01-05,113.26000213623048,113.68000030517578,112.8499984741211,113.62999725341795,85.50492858886719,111579900
2010-01-06,113.5199966430664,113.98999786376952,113.43000030517578,113.70999908447266,85.56515502929688,116074400
2010-01-07,113.5,114.33000183105467,113.18000030517578,114.19000244140624,85.92633819580078,131091100
2010-01-08,113.88999938964844,114.62000274658205,113.66000366210938,114.56999969482422,86.21227264404297,126402800
2010-01-11,115.08000183105467,115.12999725341795,114.23999786376952,114.7300033569336,86.33269500732422,106375700
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,85.52752685546875,163333500
2010-01-13,113.9499969482422,114.94000244140624,113.37000274658205,114.62000274658205,86.24993133544922,161822000
2010-01-14,114.48999786376952,115.13999938964844,114.41999816894533,114.93000030517578,86.48318481445312,115718800
2010-01-15,114.7300033569336,114.83999633789062,113.1999969482422,113.63999938964844,85.51249694824219,212283100
2010-01-19,113.62000274658205,115.12999725341795,113.58999633789062,115.05999755859376,86.58098602294922,139172700
2010-01-20,114.27999877929688,114.4499969482422,112.9800033569336,113.88999938964844,85.7005844116211,216490200
2010-01-21,113.91999816894533,114.2699966430664,111.55999755859376,111.6999969482422,84.05266571044922,344859600
2010-01-22,111.1999969482422,111.73999786376952,109.08999633789062,109.20999908447266,82.17897033691406,345942400
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,82.60038757324219,186937500
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859376,82.25421142578125,211168800
2010-01-27,109.16999816894533,110.08000183105467,108.33000183105467,109.83000183105467,82.64552307128906,271863600
2010-01-28,110.19000244140624,110.25,107.91000366210938,108.56999969482422,81.69738006591797,316104000
2010-01-29,109.04000091552734,109.8000030517578,107.22000122070312,107.38999938964844,80.8094253540039,310677600
2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859376,82.06608581542969,187865000
2010-02-02,109.26000213623048,110.58999633789062,108.87999725341795,110.37999725341795,83.05935668945312,216327900
2010-02-03,109.87999725341795,110.4800033569336,109.51000213623048,109.83000183105467,82.64552307128906,172730700
2010-02-04,108.9800033569336,109.02999877929688,106.41999816894533,106.44000244140624,80.09456634521484,356715700
2010-02-05,106.55999755859376,106.87999725341795,104.58000183105467,106.66000366210938,80.26011657714844,493585800
2010-02-08,106.73999786376952,107.33000183105467,105.80999755859376,105.88999938964844,79.68071746826172,224166900
2010-02-09,107.12999725341795,108.1500015258789,106.2699966430664,107.22000122070312,80.68151092529297,337820500
2010-02-10,107.0500030517578,107.5999984741211,106.11000061035156,107.01000213623048,80.52349853515625,240511500
2010-02-11,106.87000274658205,108.25,106.25,108.12999725341795,81.36627197265625,223591600
2010-02-12,106.98999786376952,108.0999984741211,106.51000213623048,108.04000091552734,81.29856872558594,304622100
2010-02-16,108.86000061035156,109.8499984741211,107.81999969482422,109.73999786376952,82.57775115966797,159317500
2010-02-17,110.2699966430664,110.41000366210938,109.73999786376952,110.26000213623048,82.96905517578125,168845100
2010-02-18,110.08000183105467,111.13999938964844,110.04000091552734,110.91000366210938,83.45819854736328,193708600
2010-02-19,110.62000274658205,111.56999969482422,110.36000061035156,111.13999938964844,83.63126373291016,222684900
2010-02-22,111.5500030517578,111.58000183105467,110.83000183105467,111.16000366210938,83.64630889892578,132346900
2010-02-23,110.86000061035156,111.1999969482422,109.5199966430664,109.80999755859376,82.63047790527344,207497000
2010-02-24,110.13999938964844,111.0,109.86000061035156,110.81999969482422,83.39046478271484,176350700
2010-02-25,109.23999786376952,110.75,108.94000244140624,110.66999816894533,83.277587890625,259634700
2010-02-26,110.7699966430664,111.12000274658205,110.11000061035156,110.73999786376952,83.33028411865234,173589300
2010-03-01,111.1999969482422,112.0,111.16999816894533,111.88999938964844,84.19561767578125,147709700
2010-03-02,112.37000274658205,112.73999786376952,112.0,112.1999969482422,84.42890167236328,160992400
2010-03-03,112.48999786376952,112.97000122070312,112.0199966430664,112.3000030517578,84.50415802001953,150785000
2010-03-04,112.4499969482422,112.8000030517578,112.02999877929688,112.63999938964844,84.7599868774414,135770400
2010-03-05,113.37000274658205,114.33999633789062,113.0999984741211,114.25,85.97150421142578,176118800
2010-03-08,114.26000213623048,114.5199966430664,114.06999969482422,114.2699966430664,85.98654174804688,114631200
2010-03-09,113.93000030517578,114.98999786376952,113.87000274658205,114.45999908447266,86.12950897216797,154556700
2010-03-10,114.51000213623048,115.27999877929688,114.41000366210938,114.97000122070312,86.51325225830078,186088800
2010-03-11,114.6999969482422,115.4800033569336,114.3499984741211,115.4499969482422,86.87448120117188,160791100
2010-03-12,115.9499969482422,115.97000122070312,115.13999938964844,115.45999908447266,86.88201141357422,162074800
2010-03-15,115.26000213623048,115.56999969482422,114.5999984741211,115.48999786376952,86.90458679199219,146816800
2010-03-16,115.80999755859376,116.5199966430664,115.48999786376952,116.41000366210938,87.59687042236328,168673000
2010-03-17,116.76000213623048,117.4800033569336,116.41999816894533,117.0999984741211,88.1160659790039,177468100
2010-03-18,117.11000061035156,117.2699966430664,116.56999969482422,117.04000091552734,88.07095336914062,196509100
2010-03-19,115.97000122070312,117.29000091552734,115.5199966430664,115.97000122070312,87.6251449584961,226641100
2010-03-22,115.30999755859376,116.8000030517578,115.23999786376952,116.58999633789062,88.09362030029297,184477800
2010-03-23,116.76000213623048,117.51000213623048,116.37999725341795,117.41000366210938,88.71317291259766,182941600
2010-03-24,116.97000122070312,117.43000030517578,115.58000183105467,116.83999633789062,88.28246307373047,196072600
2010-03-25,117.62999725341795,118.16999816894533,116.51000213623048,116.6500015258789,88.13890075683594,223396300
2010-03-26,116.87000274658205,117.41999816894533,116.12000274658205,116.58000183105467,88.08605194091797,205808500
2010-03-29,117.16999816894533,117.52999877929688,116.69000244140624,117.31999969482422,88.64514923095703,134513500
2010-03-30,117.45999908447266,117.83000183105467,116.91000366210938,117.4000015258789,88.70559692382812,145772500
2010-03-31,116.9499969482422,117.5199966430664,116.61000061035156,117.0,88.40339660644531,161078700
2010-04-01,117.8000030517578,118.25,117.0999984741211,117.8000030517578,89.00785064697266,161215200
2010-04-05,118.25,118.83999633789062,117.91999816894533,118.76000213623048,89.73322296142578,105847600
2010-04-06,118.41999816894533,119.25,118.29000091552734,119.04000091552734,89.94476318359375,110384200
2010-04-07,118.8000030517578,119.36000061035156,117.80999755859376,118.36000061035156,89.43096160888672,184576300
2010-04-08,117.9499969482422,118.97000122070312,117.5999984741211,118.7699966430664,89.74081420898438,158704000
2010-04-09,119.0199966430664,119.5999984741211,118.8000030517578,119.5500030517578,90.33013153076172,133006500
2010-04-12,119.6999969482422,120.0500030517578,119.55999755859376,119.73999786376952,90.4736785888672,110279000
2010-04-13,119.62000274658205,120.04000091552734,119.0,119.83000183105467,90.5417022705078,125043600
2010-04-14,120.2699966430664,121.19000244140624,120.08000183105467,121.19000244140624,91.56928253173828,161609000
2010-04-15,120.98999786376952,121.56999969482422,120.9499969482422,121.29000091552734,91.64483642578124,144615300
2010-04-16,120.86000061035156,121.29000091552734,118.75,119.36000061035156,90.1865692138672,366786700
2010-04-19,119.01000213623048,119.93000030517578,118.47000122070312,119.80999755859376,90.5265884399414,217947800
2010-04-20,120.55999755859376,120.9800033569336,119.87000274658205,120.87999725341795,91.33502197265624,157708000
2010-04-21,120.9499969482422,121.2300033569336,119.98999786376952,120.66000366210938,91.16883087158205,192910100
2010-04-22,119.80999755859376,121.16999816894533,119.12000274658205,121.0199966430664,91.44084167480467,115360300
2010-04-23,120.94000244140624,121.86000061035156,120.62999725341795,121.80999755859376,92.0377426147461,177335500
2010-04-26,121.8499984741211,122.12000274658205,121.2300033569336,121.3499984741211,91.69014739990234,143457300
2010-04-27,120.6500015258789,121.33999633789062,118.25,118.4800033569336,89.52167510986328,355853300
2010-04-28,119.0500030517578,119.68000030517578,118.2699966430664,119.37999725341795,90.20167541503906,300674100
2010-04-29,120.0999984741211,121.11000061035156,120.06999969482422,120.86000061035156,91.31990814208984,193775000
2010-04-30,120.87999725341795,121.01000213623048,118.77999877929688,118.80999755859376,89.77101135253906,270000900
2010-05-03,119.37999725341795,120.68000030517578,119.1999969482422,120.3499984741211,90.9345932006836,182747900
2010-05-04,119.01000213623048,119.02999877929688,116.91999816894533,117.5199966430664,88.79627990722656,360353400
2010-05-05,116.55999755859376,117.8000030517578,115.97000122070312,116.81999969482422,88.26737976074219,328973200
2010-05-06,116.26000213623048,117.0,105.0,112.94000244140624,85.33570861816406,647356600
2010-05-07,112.63999938964844,113.7699966430664,109.41000366210938,111.26000213623048,84.06633758544922,637558800
2010-05-10,115.80999755859376,116.6500015258789,114.91000366210938,116.16000366210938,87.76866912841797,396159600
2010-05-11,115.06999969482422,117.36000061035156,114.91000366210938,115.83000183105467,87.51935577392578,317849800
2010-05-12,116.29000091552734,117.62000274658205,116.08999633789062,117.4499969482422,88.7433853149414,235607100
2010-05-13,117.12999725341795,117.68000030517578,115.88999938964844,115.98999786376952,87.64024353027344,234452500
2010-05-14,115.12000274658205,115.33000183105467,112.87000274658205,113.88999938964844,86.05351257324219,345601400
2010-05-17,114.1999969482422,114.5199966430664,111.7699966430664,113.9499969482422,86.09886932373047,325739800
2010-05-18,114.87999725341795,115.22000122070312,112.02999877929688,112.4000015258789,84.9277114868164,360556800
2010-05-19,111.7699966430664,112.7699966430664,110.36000061035156,111.76000213623048,84.44412994384766,394742700
2010-05-20,109.37999725341795,109.88999938964844,107.47000122070312,107.54000091552734,81.25553894042969,530418300
2010-05-21,105.91000366210938,109.37999725341795,105.36000061035156,109.11000061035156,82.44184112548828,500909400
2010-05-24,108.5199966430664,109.38999938964844,107.61000061035156,107.70999908447266,81.38397979736328,269823000
2010-05-25,105.11000061035156,107.87000274658205,104.37999725341795,107.81999969482422,81.46713256835938,396505200
